,URL,Title,Part,Chapter,Division,Subchapter,Rule,Source Note
2922,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=501,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.501: Purpose and Scope,"Source Note: The provisions of this §366.501 adopted to be effective January 1, 2014, 38 TexReg 9467"
2923,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=503,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.503: Definitions,"Source Note: The provisions of this §366.503 adopted to be effective January 1, 2014, 38 TexReg 9467; amended to be effective June 1, 2014, 39 TexReg 3981"
2924,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=505,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.505: General Eligibility Requirements,"Source Note: The provisions of this §366.505 adopted to be effective January 1, 2014, 38 TexReg 9467"
2925,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=507,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.507: Eligible Groups,"Source Note: The provisions of this §366.507 adopted to be effective January 1, 2014, 38 TexReg 9467"
2926,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=509,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.509: Application Requirements,"Source Note: The provisions of this §366.509 adopted to be effective January 1, 2014, 38 TexReg 9467"
2927,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=511,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.511: Application Processing,"Source Note: The provisions of this §366.511 adopted to be effective January 1, 2014, 38 TexReg 9467; amended to be effective June 1, 2014, 39 TexReg 3981"
2928,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=513,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.513: Citizenship,"Source Note: The provisions of this §366.513 adopted to be effective January 1, 2014, 38 TexReg 9467"
2929,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=515,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.515: Social Security Number,"Source Note: The provisions of this §366.515 adopted to be effective January 1, 2014, 38 TexReg 9467"
2930,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=517,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.517: Residence,"Source Note: The provisions of this §366.517 adopted to be effective January 1, 2014, 38 TexReg 9467"
2931,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=519,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.519: Relationship and Domicile,"Source Note: The provisions of this §366.519 adopted to be effective January 1, 2014, 38 TexReg 9467"
2932,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=521,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.521: Child Support and Medical Support,"Source Note: The provisions of this §366.521 adopted to be effective January 1, 2014, 38 TexReg 9467; amended to be effective June 1, 2014, 39 TexReg 3981"
2933,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=523,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.523: Income Limits,"Source Note: The provisions of this §366.523 adopted to be effective January 1, 2014, 38 TexReg 9467"
2934,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=525,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.525: Third-Party Resources,"Source Note: The provisions of this §366.525 adopted to be effective January 1, 2014, 38 TexReg 9467"
2935,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=527,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.527: Medicaid Eligibility Effective Date,"Source Note: The provisions of this §366.527 adopted to be effective January 1, 2014, 38 TexReg 9467; amended to be effective June 1, 2014, 39 TexReg 3981"
2936,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=529,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.529: Resident of an Institution for Mental Diseases,"Source Note: The provisions of this §366.529 adopted to be effective January 1, 2014, 38 TexReg 9467"
2937,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=531,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.531: Inmates of Public Institutions,"Source Note: The provisions of this §366.531 adopted to be effective January 1, 2014, 38 TexReg 9467"
2938,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=533,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.533: Eligibility Renewal,"Source Note: The provisions of this §366.533 adopted to be effective January 1, 2014, 38 TexReg 9467"
2939,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=535,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.535: Comprehensive Health Care Requirements,"Source Note: The provisions of this §366.535 adopted to be effective January 1, 2014, 38 TexReg 9467"
2940,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=537,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.537: Information from Other Agencies,"Source Note: The provisions of this §366.537 adopted to be effective January 1, 2014, 38 TexReg 9467"
2941,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=539,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.539: Requirement to Report Changes,"Source Note: The provisions of this §366.539 adopted to be effective January 1, 2014, 38 TexReg 9467"
2942,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=541,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER E: CHILDREN'S MEDICAID,RULE §366.541: Right to Appeal,"Source Note: The provisions of this §366.541 adopted to be effective January 1, 2014, 38 TexReg 9467"
2943,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=601,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.601: Purpose and Scope,"Source Note: The provisions of this §366.601 adopted to be effective January 1, 2014, 38 TexReg 9467"
2944,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=603,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.603: Definitions,"Source Note: The provisions of this §366.603 adopted to be effective January 1, 2014, 38 TexReg 9467; amended to be effective June 1, 2014, 39 TexReg 3981"
2945,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=605,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.605: Program Administration,"Source Note: The provisions of this §366.605 adopted to be effective January 1, 2014, 38 TexReg 9467"
2946,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=607,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.607: Legal Basis,"Source Note: The provisions of this §366.607 adopted to be effective January 1, 2014, 38 TexReg 9467"
2947,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=609,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.609: General Eligibility Requirements,"Source Note: The provisions of this §366.609 adopted to be effective January 1, 2014, 38 TexReg 9467"
2948,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=611,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.611: Eligible Group,"Source Note: The provisions of this §366.611 adopted to be effective June 9, 2010, 35 TexReg 4661; amended to be effective June 30, 2014, 39 TexReg 4953"
2949,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=613,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.613: Application Requirements,"Source Note: The provisions of this §366.613 adopted to be effective January 1, 2014, 38 TexReg 9467"
2950,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=615,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.615: Application Processing,"Source Note: The provisions of this §366.615 adopted to be effective January 1, 2014, 38 TexReg 9467; amended to be effective June 1, 2014, 39 TexReg 3981"
2951,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=617,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.617: Citizenship,"Source Note: The provisions of this §366.617 adopted to be effective January 1, 2014, 38 TexReg 9467"
2952,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=619,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.619: Social Security Number,"Source Note: The provisions of this §366.619 adopted to be effective January 1, 2014, 38 TexReg 9467"
2953,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=621,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.621: Residence,"Source Note: The provisions of this §366.621 adopted to be effective January 1, 2014, 38 TexReg 9467"
2954,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=623,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.623: Income Limits,"Source Note: The provisions of this §366.623 adopted to be effective January 1, 2014, 38 TexReg 9467"
2955,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=625,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.625: Medicaid Eligibility Effective Dates,"Source Note: The provisions of this §366.625 adopted to be effective January 1, 2014, 38 TexReg 9467"
2956,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=627,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.627: Resident of an Institution for Mental Diseases,"Source Note: The provisions of this §366.627 adopted to be effective January 1, 2014, 38 TexReg 9467"
2957,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=629,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.629: Inmates of Public Institutions,"Source Note: The provisions of this §366.629 adopted to be effective January 1, 2014, 38 TexReg 9467"
2958,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=631,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.631: Eligibility Renewal,"Source Note: The provisions of this §366.631 adopted to be effective January 1, 2014, 38 TexReg 9467"
2959,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=633,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.633: Information from Other Agencies,"Source Note: The provisions of this §366.633 adopted to be effective January 1, 2014, 38 TexReg 9467"
2960,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=635,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.635: Requirement to Report Changes,"Source Note: The provisions of this §366.635 adopted to be effective January 1, 2014, 38 TexReg 9467"
2961,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=637,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER F: MEDICAID FOR TRANSITIONING FOSTER CARE YOUTH,RULE §366.637: Right to Appeal,"Source Note: The provisions of this §366.637 adopted to be effective January 1, 2014, 38 TexReg 9467"
2962,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=701,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER G: MEDICAID FOR PARENTS AND CARETAKER RELATIVES PROGRAM,RULE §366.701: Purpose and Scope,"Source Note: The provisions of this §366.701 adopted to be effective January 1, 2014, 38 TexReg 9467"
2963,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=703,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER G: MEDICAID FOR PARENTS AND CARETAKER RELATIVES PROGRAM,RULE §366.703: Definitions,"Source Note: The provisions of this §366.703 adopted to be effective January 1, 2014, 38 TexReg 9467; amended to be effective June 1, 2014, 39 TexReg 3981; amended to be effective November 20, 2016, 41 TexReg 9007"
2964,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=705,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER G: MEDICAID FOR PARENTS AND CARETAKER RELATIVES PROGRAM,RULE §366.705: General Eligibility Requirements,"Source Note: The provisions of this §366.705 adopted to be effective January 1, 2014, 38 TexReg 9467"
2965,https://texreg.sos.state.tx.us/public/readtac$ext.TacPage?sl=R&app=9&p_dir=&p_rloc=&p_tloc=&p_ploc=&pg=1&p_tac=&ti=1&pt=15&ch=366&rl=707,TITLE 1: ADMINISTRATION,PART 15: TEXAS HEALTH AND HUMAN SERVICES COMMISSION,"CHAPTER 366: MEDICAID ELIGIBILITY FOR WOMEN, CHILDREN, YOUTH, AND NEEDY FAMILIES",,SUBCHAPTER G: MEDICAID FOR PARENTS AND CARETAKER RELATIVES PROGRAM,RULE §366.707: Eligible Group,"Source Note: The provisions of this §366.707 adopted to be effective January 1, 2014, 38 TexReg 9467; amended to be effective November 20, 2016, 41 TexReg 9007"
